vote_average,original_language
6.360841993359858,en
5.033262763191133,en
7.13253160021941,en
7.218279458223117,en
5.6776125785486915,en
6.20687478137709,ja
7.194387104206647,en
6.901025200394638,en
6.060921130448299,ko
8.479059253039042,en
6.874021219522779,es
5.441400901064102,en
5.733223502019204,en
5.16287047479499,es
7.306959243630682,en
5.231409739972145,en
5.688554248344161,en
7.887507918126477,en
6.542432451116811,en
7.807506208491627,en
7.197089810028514,ko
4.468959330219768,en
6.17704352721656,en
7.730067064897101,en
4.166735902273482,fr
6.907396726862118,en
5.941145289451884,ko
3.817492565415467,en
6.471738155663772,en
4.834118027727404,en
4.5300372907603075,en
6.323650422690092,en
3.3211851254242992,en
4.9885645611226765,de
10.200236238328072,en
7.12911069285831,en
4.964088530843212,en
8.258873020016255,en
4.782365887088545,en
5.54027025634632,en
4.560554892384618,en
6.662114467261862,en
8.355721440999226,en
4.809267398057469,en
2.9093354438863663,es
7.636450011779129,de
8.700075943702199,en
3.0073793003779006,es
7.060063084480167,en
6.781927616501418,en
5.135548741221306,en
4.042394050485148,en
7.873420378132268,en
6.268605797185792,zh
6.816622132060541,en
5.613515472468681,en
5.242306781402746,en
2.3175396880890804,zh
5.908928114296623,en
8.476957971930192,en
4.9375556952729935,en
3.975725266089574,en
6.653496849685503,ru
6.930119997669504,ko
5.409792519894573,en
5.476853302950538,it
6.824428986041445,en
5.76667579705601,es
7.641276875179839,en
9.855609300647375,en
3.858203969470979,en
8.289999513244366,en
6.391939980703239,en
8.547376242711765,en
7.484119975229294,en
6.364958576299008,en
7.196507856462425,en
5.541964828856034,en
4.838547866842718,ko
7.45047700463656,en
5.109501025011727,en
7.339868889917143,en
6.046121374631248,es
2.759192604125449,en
5.415298897769333,en
6.502257292536933,de
5.390999004137262,it
2.4766536973625337,en
8.259251390444158,en
6.570425953274296,en
6.665608936904708,es
5.587081656057818,en
6.92981181731079,en
8.752230216880054,zh
5.176634367937036,en
8.798259274731118,en
6.996826033430762,en
4.912720264780676,en
9.638976491521005,en
6.943744359465559,en
7.29988328527878,en
5.7204920543727384,en
4.805510032005724,ru
6.652726769073045,en
8.372195585224993,ko
5.9102244049241275,en
5.959873131638792,es
8.184492707969378,fr
5.872387069296107,en
7.069447506842595,en
7.316025760109547,es
5.826686086729362,en
6.842222053388892,en
7.440293770854597,en
5.398627209683809,de
7.223647747484989,fr
5.179520874816841,fr
5.175994079517076,en
3.7094384087693144,de
5.679308349775571,en
5.189891726829204,en
5.584369533282535,en
7.178574587936443,en
3.571944855626379,en
3.331479824546449,en
5.221212931266092,en
6.859798927277958,en
6.771877698042,en
5.216319076981461,en
8.119460213856566,en
5.357835354531051,en
6.8708319115525995,en
5.743673106843738,en
5.032070684540922,en
5.5385023800618,en
7.401247160169089,en
6.884091847141711,en
7.452153995664814,es
6.748276442441102,en
3.767756401622084,en
9.343315052490151,en
6.820726693676618,en
7.27821244688303,en
5.694535854811174,en
8.006230075345268,en
4.716048454956917,en
7.105590705591624,en
2.880550076629441,fr
7.015812782025275,de
4.637163697479642,en
6.415491780640688,it
8.398452214012513,en
7.5769088031676,en
7.937173042508418,en
8.040713700867439,en
5.213575885635182,ja
7.142396221627402,en
3.4126246560872855,zh
5.217113653454337,en
8.088982332426077,zh
5.762931365657029,en
3.6502907624422636,en
9.3005049133276,en
7.261280446308507,en
7.3026250536705,en
4.8423700322083665,en
6.426084855794805,de
6.632256915740984,en
5.095973413740093,en
6.015639731436752,en
3.915192288929093,en
5.691194764405883,en
7.59644927790407,en
5.049037488617,en
9.208979192127334,en
4.120759018211693,en
5.932823416319417,en
5.496912802738319,en
6.00013157361947,en
8.420640566529606,en
4.82613030652398,en
5.899362656878855,en
6.981758629084709,ko
6.137973480601739,en
6.262762423963505,de
4.7803192630034514,en
6.258027190019402,en
7.922077137766492,en
3.585718525378531,it
5.310643429682457,en
3.2766875557119954,de
6.805463545415612,ja
8.132197898682035,en
6.111379902863099,en
4.6785076951842886,en
4.852914553879832,en
5.554414188190886,de
5.548691931912712,ja
7.7143494907713945,en
5.309864864156614,en
6.652617507278789,fr
5.856736204620287,en
4.882864567140244,de
5.92467899556649,en
6.636816998155981,en
7.684896803901721,en
5.801125405974338,en
4.569853897495976,en
7.715778846661189,en
4.705501359462394,en
6.769381492941044,en
5.962750998444369,es
6.035307732084775,en
5.60519851132815,en
7.372924060893102,en
0.9640461973619572,en
8.021648570941451,en
4.926511300486004,en
6.797204716251071,en
6.811013641092854,en
8.409855930875485,en
6.559101780293714,en
4.756336229048932,ru
3.877266152191221,en
5.902503756901073,en
3.2086079905852856,en
5.41928384562956,en
5.702166077524187,en
5.305044904644759,en
6.062660486047368,ru
5.943603038781368,en
5.869710204086628,en
2.5625266374286024,en
4.304438920502519,en
7.330390393112872,en
7.455401157770987,en
3.617386449084357,en
4.777922728148803,ja
7.9288650324675665,en
5.178366604099261,en
6.101228401509264,en
8.463058476690723,en
5.73561582143077,en
5.615945860092621,en
6.027317031158646,en
8.780116196849743,de
6.911999661812998,en
6.419647609822937,en
5.213460066477625,ja
7.066012475864405,en
7.235512492869697,en
4.441665855629688,en
7.225991951058846,en
5.989408822198533,en
6.03719795194291,ru
4.9195534362667255,en
5.627813036593749,en
4.853091617033652,en
4.605157980380441,en
6.795572693616312,en
5.782890571545311,en
4.050543495206377,it
9.455410783239696,en
4.7694166565107725,en
8.018370120645281,en
3.9684958423565124,en
7.086120211338377,en
6.046330261023958,en
5.056414902962393,fr
6.480902011956698,en
6.276873122918116,en
4.781302224476932,fr
4.7133916788195,zh
3.878087367418585,en
6.616826064561087,en
4.341263905907709,en
6.005962434775774,ru
6.888716976181074,zh
6.572070089264207,en
4.915303052974113,es
7.713633853162602,en
5.696165333163146,en
4.2839567108390435,en
5.574408743320084,fr
7.131878737484598,en
4.98837852838481,de
7.317273622455456,fr
5.013715327177186,en
5.407851982149908,en
4.787818891902492,en
7.263879446262873,en
6.110020630753755,en
4.985967522136747,en
5.405684486578345,zh
1.7179465632601516,en
7.506655374332469,en
6.087894826822515,en
2.570394403627025,en
4.2649054964155635,en
5.627259112869172,en
4.028743861342744,zh
7.572228185921982,en
6.627859328986732,ru
6.539303915276803,es
2.539322867520621,en
5.211812378689659,zh
5.261712927288236,en
4.568918318843119,de
5.55908923738092,en
4.310642689370906,es
6.322831099425327,es
7.149827031506657,de
7.020575607635507,fr
5.843786071084205,en
9.29501796357006,en
8.03497711652402,en
6.089585181122611,en
5.590160230043417,en
8.350075227989986,en
7.5113710241441,ko
4.2837519733431195,en
7.628731978843119,de
6.045583158801486,en
4.708632704109963,es
3.031191211139005,zh
5.892091540607292,en
6.263798589226757,en
8.380991481165326,fr
7.739210174955714,en
5.374351479843561,en
6.832217052880157,en
7.493871850082005,en
6.444562706187773,en
5.33453735866808,en
5.4566419223221905,en
7.059068602397569,en
6.619470848287571,ko
5.950208010405121,en
2.071271692419991,ko
4.268507801336402,en
7.316000675477525,en
3.166482211374555,en
8.065879573402938,en
7.783438597007116,en
6.279493161651285,en
7.219280568621235,en
7.008538651318678,en
6.234412440417863,en
4.377246982462646,en
7.74662901283572,en
8.110845017075452,fr
4.6009922948287,en
4.141962597415176,en
5.794804642863989,ru
5.2892279282169135,en
6.6274513783227125,en
7.81199105979058,ru
3.089481038151807,en
8.868223726127955,en
5.72326284433233,en
7.153879507494704,en
7.2591504800033135,en
7.543349596966554,en
6.436190569388921,en
6.823849281546321,en
6.433533075908104,ru
5.054575798830829,de
3.549375367323917,en
4.448104980815441,en
6.225006645617172,en
5.1921872890623595,en
5.2131462124026084,en
9.010942033248382,en
7.288342194989809,ja
5.856683850821512,en
7.302157765131268,en
5.674300528014499,en
6.490259232133003,en
6.662442972628374,de
5.576804505653674,en
4.972124178694356,fr
8.109311069134026,en
7.212302689847747,en
2.693861516686521,en
5.381046583089962,en
5.14449284612247,en
5.068292866781404,fr
7.620135320183165,en
6.277259320902709,en
4.274180531269707,en
5.641985162168733,en
7.0451250470011715,en
5.6705324766993686,ko
5.032986073254763,de
6.496828918107792,it
8.790121738732795,en
7.027853423052183,en
8.123652243030719,en
5.591315760211449,en
5.987456833313909,es
6.181322257839162,en
6.464759270639402,en
7.135458148231569,en
4.715568161496824,en
7.1003729462732545,en
3.9023644602760266,en
4.048511334654595,en
9.299089801511332,en
5.6523346734111,en
7.094279026479303,fr
8.547435588640434,ja
2.528315881832286,it
7.6893692702335645,fr
7.232528072548498,en
8.98020487732924,en
4.424238279697702,en
8.44503380554487,en
4.890878352595965,es
7.936229794032844,en
5.94596844636834,ja
7.503306058070232,en
6.347813813408845,en
3.4760516226256644,en
1.3191839655843047,ja
6.638009533409365,en
6.0420860321705625,en
6.9736122960877704,en
5.858522959603625,en
9.227938809468796,en
6.57652679297146,en
5.50220412008942,en
6.820785547753024,en
5.73836642255147,en
6.432261351320941,en
4.645756398439199,en
6.464663654726061,en
5.61399493283008,en
4.686088835994648,en
8.963603802108963,it
4.584351147292806,en
6.274365685778989,en
5.223014985353519,en
6.687631944590968,en
4.088422298296624,fr
7.709273216604972,en
9.465490689745746,en
5.115853540453631,en
8.008183805056017,en
5.695982334999433,en
8.25868668161413,fr
9.6471693630284,en
5.850867674987109,en
4.000593153936363,en
7.422126581154135,ko
6.7118389068289375,en
6.752686751666461,fr
5.733415214441222,en
4.888615322882087,en
7.860444825571643,en
6.7410215720626185,en
4.211982600005426,en
7.030312834804341,fr
6.941962529417101,en
5.813838824161424,en
8.707298924184077,en
5.072740256479103,ko
5.746520252767738,fr
7.386309776355493,en
6.115144425496083,ko
4.307135828399934,en
6.7399262876067345,en
5.778849106416321,en
7.285494367374395,de
6.457233875747638,en
6.64099804595568,en
4.827763545444428,en
5.654962038128992,zh
7.709415934122551,en
5.057662844976752,en
6.3632785917529215,en
4.912707842722213,en
4.439159553553724,en
5.872711432515971,it
6.545890849368819,en
9.250074727060756,en
5.534403512361882,en
5.924746098549177,ja
4.52634834836976,en
7.296532441191802,en
6.597142169029921,de
8.232592016537144,es
7.667433227263063,es
6.527110003263425,zh
5.678746898372875,en
6.307002656835091,fr
6.21594684613431,en
7.430096299856969,es
7.447743860472943,en
5.555376834517867,fr
4.046640603079983,en
8.445946702624404,en
7.183612147478707,en
5.520764894140997,ru
6.814310022155507,zh
6.265244890004613,en
8.299621322088784,en
3.470808778459273,en
5.756617693966872,en
8.398581773218034,de
7.051010644884804,en
9.147582158397068,en
4.167289360254804,es
7.758235615196856,en
7.829426278197091,en
3.9510624822833575,en
5.915912274093919,en
6.223828299114011,en
3.765349541931878,en
5.922801155979029,en
7.3097747111679094,es
5.709955144443395,en
6.363199733511039,fr
6.561051007175041,en
6.368292032239347,en
5.16027829009679,en
7.218128499108994,en
3.9627072899194973,en
6.012882207762274,ru
8.363904966212631,en
5.645868927603778,en
4.909018167746584,de
7.367824242286083,en
6.686453725231102,en
7.3256678583615376,en
6.3112668505223075,en
2.7656784796311538,en
7.9710783322744465,en
9.105039573717413,fr
8.122839172014842,en
1.0054878017956743,en
6.676632318758349,fr
5.686616622029319,en
4.773422151161862,en
6.493272230056138,en
5.776579057650419,it
6.995773440570029,en
6.4124366037216065,en
4.675395670537772,en
5.461283400814571,en
4.893062165512476,es
3.4252752348833306,ru
4.365950019948313,en
5.881980868646712,en
8.365933511196562,en
5.196664380451808,ja
5.273388757310688,en
4.380767806939235,en
6.291866169784876,en
7.995734972442554,en
9.147603659478191,en
6.709384184618439,en
6.584619999943497,en
5.184790339119685,fr
5.750782859315593,en
7.323723015106262,en
5.946882598669678,en
6.018013153154326,en
6.526663690173236,en
5.379216291232403,en
6.166278008799304,en
3.2001287531269202,en
7.177792772620161,en
9.798607416560385,en
5.1719345772554,de
6.852866495311005,en
7.277364480369277,de
8.199801608453596,en
5.880727312167044,en
3.610852722406779,en
6.655825570969481,en
6.19294303598164,fr
5.741170879794287,en
5.799731815673489,fr
6.622805816588697,en
6.813290741767634,en
6.818069805730589,en
5.884522336699463,en
6.83194924976364,en
5.749197671338639,en
7.448481595639162,en
5.496381714552054,en
6.469133187552212,en
3.5643921268241554,ru
5.445134295814279,zh
7.36634335372395,en
4.82642630507621,en
5.802651711109992,en
2.3923956751346855,fr
4.285140803911183,en
4.776366801377061,en
6.152626576157458,de
6.712081901088273,en
6.098634872363048,en
5.766717842331927,en
5.672662404122005,en
7.148078486814893,en
6.494936435633522,en
5.767939170606602,en
8.244768118336678,en
8.924962561494151,de
4.439183234587825,en
7.284284739339312,en
10.279237474329891,en
6.420308311575291,it
6.500976503200025,en
6.05380988742213,en
6.735272276236112,es
7.132348749824825,es
4.429736134914699,en
5.960274557566757,de
2.9291730975710624,en
5.848499126969632,en
4.852567913303195,en
6.857683232086914,en
3.76079658285727,en
5.52126985716036,en
7.803894127676816,en
5.489187490013206,en
3.142596333873171,fr
6.6641212095856375,en
5.597126318248789,en
5.825294479761096,en
4.905195620306111,fr
9.276431402588242,en
3.66289089621973,it
10.266591079290476,en
5.660799305466131,en
6.6409766218828885,en
5.416343307054753,en
5.172554326727497,en
4.82275514485105,ja
7.043050018240395,en
4.25600315539506,en
6.546162816364003,fr
2.85953810672988,en
6.410293156712646,fr
7.648596027016365,en
4.400698687830062,en
7.3010854493955355,en
6.368930698616655,en
8.39763968303676,ja
5.068666228551374,en
10.182251402639356,en
2.718055877911916,en
5.691794019637685,en
3.4521454340656,ja
9.092945742874935,en
5.97209618789608,en
5.742472383946076,ko
6.981451733409051,en
5.9927922205090685,zh
5.470217881791057,en
4.345027640547098,en
6.546552098068085,en
6.844452867721728,en
7.0430658546025935,ru
9.138746336746085,en
2.9592825269338228,en
6.155241949028449,en
7.9763362942314915,en
5.943800897159245,en
2.4927413194600945,ko
4.293368971671043,en
6.8554507393940955,en
6.761702541430579,en
7.183119227086806,en
5.0878854493396855,en
6.75907128651538,en
4.581205038155513,es
6.645087853486826,en
6.238041676342419,en
5.2944728243970784,en
8.33727544614403,es
3.7248501916911243,en
5.971210635484308,en
5.052768006095555,en
9.042742720553138,en
7.043449200939191,en
5.335371323024733,en
5.978800617159005,en
9.068595040221767,en
4.580586552404954,it
3.3533277416541623,es
6.530490438974051,en
6.804652712170661,en
7.359341864609605,en
7.250297433625137,en
8.898152315966778,en
3.948579394461711,en
4.429973778147791,en
6.993305000919281,de
4.5293736507949145,en
4.117629448513556,en
8.798766828427906,fr
3.927571035080609,en
5.826335317205063,en
5.964142047722325,en
8.19763181235602,en
3.196795412576294,fr
7.038501531772248,en
4.997103359144054,en
6.941416818888675,es
4.639788410959711,es
8.358459384278666,es
4.824965831209974,en
2.7312713719547457,en
4.8167261253880485,ru
5.608049834146658,fr
8.02002058165408,en
4.382717593350332,en
4.529977528010001,en
7.440866855563476,ja
4.437137906252493,en
5.9260868183879225,en
6.117567843016775,en
6.824963782123245,en
4.8752276844260996,de
4.974811375317709,en
6.502341662628439,fr
4.656006220245321,ko
4.184607928884808,en
8.165591305821666,en
7.16913139806401,en
8.651253593648011,fr
7.374374830133003,en
4.394774851823699,en
6.144553860089994,fr
4.752209335744458,en
3.5225856049225746,zh
5.5660597467196125,en
7.796454799796321,en
6.7022973407756625,en
3.9136588031118436,fr
5.64082265513787,en
5.7857001219870305,es
3.4663313190437326,ja
7.483855497298562,en
5.656897460611872,ru
4.086824666556519,en
4.135992715786448,en
7.9456833035069705,en
5.428780451781421,ja
8.105869510773575,en
8.656686135377369,en
7.735606118060883,en
5.6453273336108225,en
2.741305435269344,en
6.469494456802242,ja
9.137364554667823,de
6.301603853084431,en
3.0152767218012793,ko
5.347492433330939,en
5.7244000878497925,ru
4.666122065266421,en
2.550989370208067,en
5.90890931415424,en
4.82268563046356,ja
8.958651263470689,en
6.394287531704642,en
7.018950155149716,en
6.230633541273222,en
6.4425033723823875,en
3.7855018335897177,en
4.439750542168066,ja
7.792594949004983,en
6.6032653033734565,en
5.7694673928672975,en
6.729256862198811,es
6.75879286476089,de
9.202233136715114,en
6.344265530127423,en
4.933662651855685,en
6.1599728240365685,en
6.911348440682065,de
7.771331158283958,en
4.016551672328618,en
6.6947080133861,en
4.654117608752825,de
5.58325529423396,en
7.693395557952811,en
7.291920721759335,en
4.982771308203661,de
6.109236430081181,en
5.668405873015654,en
10.20013493096522,en
6.61889979046281,en
4.9590575061406135,en
8.37229257788071,en
8.364630619811308,en
8.793928832701338,en
9.466085136116835,en
7.061572324299193,es
5.750030891045692,en
5.696074848593521,ko
5.8506594607251685,en
5.610664939587349,en
8.194731033084299,en
6.40612718843466,en
7.692936160491062,en
7.146529229077792,en
4.621706123165203,en
3.4242349952065743,es
4.520634222832626,en
5.359940448403817,de
6.459389115815563,en
5.177794612867407,en
7.43092200500359,en
5.650007023074392,en
6.687437712287009,en
6.31579343499467,en
8.869866583479125,en
4.852292500432117,en
9.531657306006885,en
5.108475220890593,zh
3.989914664458786,es
5.674627514360194,fr
10.0,fr
7.701145075655078,en
7.113700043671912,en
7.192780292462281,ja
5.148172570486742,en
6.766234356114953,en
6.365338930290693,en
9.012173205207159,en
6.117319255112095,en
5.432585183133887,es
4.472514379922924,en
6.513498631772749,en
6.439427750278252,ko
4.471596967653329,en
6.892692380468063,en
6.665718388134131,en
7.856565773831257,en
7.818552176852855,zh
6.407578218215737,en
4.4454526738018565,es
5.1472245522894085,en
8.643191494618637,zh
6.248234089683841,fr
8.619230669326587,de
7.0743046586744605,en
7.130603455767672,ko
7.579700035671375,en
4.599031177877233,en
6.460426125168789,de
4.521200441094909,en
5.572631478183803,es
7.360437575310728,en
4.8020494598875985,en
6.905233272738806,en
4.161708380926929,en
8.02105850427435,en
5.338666145025058,en
4.813362268449191,en
4.340593837277836,en
5.376346882296901,en
3.3865419905408554,en
5.392297839166548,en
7.84223628286011,en
5.9117794770317795,en
4.2337220761400385,ja
6.339394974853212,es
6.321667189185318,en
9.277580524937822,en
7.186081527810609,ja
6.957177847235476,en
7.862757254721343,en
6.013191585325706,en
5.886880228640701,fr
8.761195017383423,en
3.9699656778207073,en
7.451918269711409,ru
5.833812786468337,es
5.906000564540751,en
5.484107666618892,en
6.230511030846282,de
6.209032342358744,en
5.79577656440387,en
5.138708286454377,en
3.142004321323597,ja
5.262381890017092,en
5.231557280608542,de
6.226846608250263,es
9.279122211274517,en
5.380402905398206,en
4.843176685122604,en
5.231629592538633,en
6.476564392409427,en
6.882953189694409,fr
7.401768950502529,en
7.2415619973514,ja
7.594635514454179,en
5.942946016909902,en
9.466533200961768,en
5.702185765117238,en
6.374559742349536,en
8.18176544199193,en
7.1433352442436595,en
2.9603184797694517,en
6.470002939834287,en
7.741856235740845,en
4.367948847212917,en
7.126039192693479,it
6.8973569762550975,en
7.983188317167099,en
5.430066739834165,en
7.769075910315636,en
6.567549784494773,en
9.01181069493287,en
10.306159585537268,en
8.722605393123711,en
7.0663172115725885,en
9.880369846306634,en
7.249951618432609,en
4.638081429716076,ko
6.23730007335078,en
7.449926840594719,en
7.532707185597696,en
4.483674083445566,en
4.55961962421213,en
5.8620899842675955,en
6.975878292687689,en
7.25342149578236,en
6.406947329210548,en
5.002585004919647,en
8.889887484118578,en
4.651289531398793,en
8.110674674555634,en
7.108234925175548,de
8.201945405572946,en
5.537460444470835,en
6.0223629818935835,en
6.082563835921565,zh
5.6594553744277265,en
6.7334269798883835,en
8.537537100534523,en
4.511615818955855,en
5.263173780011467,en
5.091281009877426,en
5.858372606795928,es
6.007545117797616,en
7.464063084159712,en
6.050584654382063,ru
6.9524799400838475,en
6.743706126372713,en
6.46241746546656,en
7.381820644761096,en
6.173448844093412,en
8.469552594112496,ja
10.117696991059711,en
7.418926409692237,en
6.5288606462245875,en
6.936873463975866,de
4.348450371174534,it
6.2701582011981225,de
5.108526112347511,en
7.077361169111084,en
5.386267974107162,en
5.83890189797066,en
3.552764040689846,en
4.432763815521773,en
6.874551212687262,en
4.878515957642175,en
8.072436711474387,en
4.767973636443694,en
6.90023369007882,en
5.0098789922359,en
6.886786294505928,en
3.6978190063572907,fr
5.6246047013419735,en
5.182004180186068,en
7.702490354827313,en
6.693393696681307,it
4.372059246751271,en
6.082568448710408,en
5.017171668683338,en
7.65355048691975,en
8.21913217635483,en
4.02434364238052,en
7.240054461572221,zh
5.17152178115425,en
5.620624840921021,es
6.576312627076238,en
8.995457036251944,en
4.494225409453672,ja
7.486955892095833,en
4.529784426678169,en
4.383372389887698,en
6.368868216448121,en
6.200353788414302,en
2.0833731621562572,en
8.230586757920229,en
2.8911145580296678,en
5.964229102836017,en
8.246917443019232,en
9.66796523208061,en
5.844463414043635,en
4.231569823824452,en
8.066652156392438,en
7.2977348251803935,es
5.499076982972658,en
5.286362121874382,en
5.21739186607587,en
5.784948204973931,en
6.637179502255388,en
5.150978125894842,fr
5.596674151148063,en
6.961918529115863,fr
3.776378788411691,de
5.436096420129631,es
3.486088471351348,zh
6.520670564588922,en
3.3280588043282333,en
7.614991856700642,en
4.497732888270056,en
3.8401351033097364,en
5.538443946885038,en
8.878050694715423,en
7.658491957253229,en
3.464413528602309,en
4.287161104427904,en
5.837868257976403,en
9.357529742656293,ja
4.913378058692865,en
4.974585848996342,en
8.570113630821067,en
6.612711843935056,en
7.922163109952332,en
5.295906566303452,en
6.104374160197479,en
8.227557884503279,en
5.88999044214289,en
7.945864690704712,en
6.976204487161571,en
4.786878827971635,en
6.175848991240389,en
7.47207598841255,ru
7.113738039267908,en
6.225378578860001,en
3.5548062018071485,en
3.558122944704444,en
3.7805493651447457,en
5.475385972619712,en
5.434323189459828,ko
4.119498784750542,en
7.958012919196594,en
4.378676881356748,en
4.34965067815466,en
6.526757845643831,en
7.643191164251294,en
9.08228192971975,fr
7.298888393581681,en
8.699255854793144,en
4.181915022410157,ja
9.418940585617078,en
3.2077733241667676,it
5.720324253162253,en
6.840978779368163,ja
3.8796169176630766,en
4.609424862111999,de
4.371116206065549,ru
5.640324173894306,en
8.13237428500901,ko
6.254610964641305,en
5.510158659477451,en
1.9053394558212111,en
6.955614266042044,en
7.459284186838776,en
3.7204700774329686,en
6.1897929378185115,en
6.289512285498071,fr
7.44690263595554,de
5.2715866512735445,en
4.9123158224500765,en
5.733354105397852,en
8.104137229308908,en
7.927280048841547,en
6.432309179509973,en
7.811929135918441,en
2.446963189721762,ko
7.506827846239112,en
4.525053516741684,en
8.89935856918129,en
4.860400785821629,en
5.095704981587898,en
7.185490027206164,en
7.094633747449899,en
5.5588545917425645,en
6.557106051634546,ru
6.743069722992731,ja
7.063571165119736,en
5.734250819974822,en
7.11137607581294,en
8.42661112291935,en
4.400468332278406,en
5.0731641057329355,en
6.187862033958618,en
4.555118469094042,en
3.5213669267213534,en
7.639684463822935,ko
2.6568176009606255,ja
5.715642377316823,en
7.281449167135158,en
6.4000496842531085,es
5.731830220233061,en
4.353840635197561,fr
6.716345795088759,en
4.5174083422996905,fr
6.612916332398604,en
6.211376472352135,es
6.226549363582704,it
5.469480708997397,en
9.35624307198425,en
6.537309950805562,ru
5.791556075826975,en
6.396405859592707,es
5.156990881389629,en
5.573581421882511,en
9.926112930959265,en
5.259660608988131,en
5.883340949603376,fr
5.682015598877511,en
4.9563205162066275,en
6.737788379203487,en
6.367405172989293,en
7.366540963499891,es
7.215866880495008,ru
7.516711505580542,en
4.622694940723509,de
6.9614411988046445,fr
7.280585116299965,en
4.468405502689716,it
5.822230033500366,en
4.343816403578999,en
7.004433948570426,es
7.291555993126726,en
8.145544198677534,es
5.656802238278481,ja
6.969361357817229,en
7.481602651537963,ja
5.269678617836972,en
4.935770114070693,en
5.398786905911216,en
5.476056797692168,zh
5.06113691546242,en
5.363108743040167,en
7.434616359905992,en
6.354001334642216,en
6.694401668458948,en
5.472951801071302,en
5.310181465712955,en
6.625908703247808,en
6.1890934920051075,de
7.346763180744669,en
8.262713662875898,en
4.962881693585393,it
7.394787127301612,en
4.380290748460256,ru
9.386387795473732,en
4.820543920292507,de
7.441722719365363,en
4.73233371565722,en
6.115107209545408,en
8.318599713230274,de
4.983905317801735,en
9.447669732597443,en
5.992086604336431,fr
7.463568806973998,fr
7.008596272157565,en
6.68556009839455,fr
3.860829424285343,es
5.545824828938914,en
8.085656849629167,en
5.763758740472769,en
6.575487421064807,en
4.163198412058869,en
5.639872003641226,en
7.7513350949275655,en
4.345201954980686,en
7.2409442036423926,en
6.266667207877479,de
5.646066770965232,it
5.973956072275008,en
5.263455452883019,it
5.6974418900769646,en
7.755225524370273,en
5.612521831577059,en
8.907448322695362,en
6.449298754564818,fr
5.348779033277595,en
7.606747662002649,en
7.109480507664708,en
3.671306034107659,en
4.644722696692382,en
6.017641731793263,en
3.9639974088725256,en
9.135794852957419,de
7.233348273059012,zh
6.315486893910807,en
5.485940169580105,ja
5.43980493914732,en
3.471451299268794,en
3.692855733393944,en
9.07359963719312,en
8.360399458848878,ko
5.65747372520696,en
7.752563324604066,en
7.074863141816002,en
7.244719380372496,en
3.862233353248942,ja
3.61669846829479,en
8.053681410569412,en
3.3438749995951373,en
6.127647653987807,en
5.675792889276765,en
5.446361972301684,en
6.564111956647024,en
5.372401237225694,en
6.593603193697572,de
6.211733122036792,de
9.289806114803893,en
4.268420311668594,en
6.228467886352426,en
6.647017649816645,fr
5.801571572095563,en
4.2225674621176665,en
8.205067386183355,en
6.676542324378318,en
4.337961683580697,en
6.955430036619334,en
8.731322925994592,en
6.388349521323589,en
6.124427221534777,en
8.630190628319896,en
4.97167809063167,en
8.758881407541962,en
7.7484040205035845,en
4.926957422296702,en
4.997596500233827,de
5.432103704276313,en
3.5419054015861766,en
6.746852069692316,en
4.934865425296431,en
6.821259943559997,en
4.4028582185503735,en
7.626229835226405,en
7.106438895195754,es
5.3539269156219325,en
6.539473736823174,fr
6.1243808389643695,ja
8.449355517861054,en
4.4512815481576915,ja
6.157142362799301,en
5.03897454493834,ko
6.294925725821645,en
7.0683030682912165,en
5.306024503911722,en
5.787698977004817,en
7.507716380057696,en
8.381788548038651,en
7.030026130490077,en
6.12162936801292,en
6.000603450806486,en
7.161570376890062,en
6.341650502107307,ko
3.5265362431630454,fr
6.858577848461854,it
4.808409230640251,en
4.06849432740772,en
3.8307642612695174,en
5.6758434432250215,fr
4.7951830763886365,en
2.7315022918395715,en
5.836080659750772,en
5.264143747671201,it
6.049505811099572,en
5.44522570432462,en
9.16499662643549,en
7.103836147181778,en
5.60613526275104,en
6.14371373568573,en
8.51118498852402,en
7.434934217603237,fr
4.227494715405552,en
4.538564158760056,de
4.827229688964989,es
5.610978969711869,en
5.284983362364171,en
6.302469745381206,en
7.103581966528331,ja
7.543042879589754,en
5.8859529595449995,en
3.9700027128272923,en
4.831012007085375,en
5.768939840182722,en
4.386407618973267,en
8.070945714540775,en
4.412552915670624,en
7.205869503067575,en
3.629444546580705,en
7.342621083674559,en
6.055547773707201,en
8.268796053453826,ja
4.397197887694314,en
5.385325954789101,en
5.923662530645091,en
6.112292883499622,en
5.857938019941839,en
5.822536679066496,en
5.485406184921506,de
3.175074283969777,en
7.791559653792608,en
10.324543272422378,en
6.63774141234138,en
4.672679929786415,en
4.860374802926317,en
7.200102063142919,en
6.825900170810706,en
5.799373934205512,en
7.606028216675021,en
3.158945345948907,en
7.49642462226814,en
6.35664174689234,ko
4.787120644276886,en
4.12565110185718,en
6.405515954097869,en
8.110857205151646,fr
5.6578601520044485,fr
4.923942526041339,en
6.286932390204379,ko
9.105299791209864,en
6.8476574715925675,en
6.809102982314112,fr
7.834197953955834,de
7.0550880230349415,en
5.137603831607918,en
3.7584164256008696,en
4.856524929273551,en
4.342910542353488,fr
7.396976595919001,en
7.483403018814628,en
6.822527564704188,en
4.235544401238756,en
9.222789009697735,en
5.663048079435003,en
6.905221515452305,ko
6.073987255049339,es
6.635275435046759,en
6.852276005010596,ja
4.955969757598572,fr
7.958103639397749,fr
3.8703129312081757,en
4.585277411643834,en
